n01440764 	 freshwater dace-like game fish of Europe and western Asia noted for ability to survive outside water
n03759954 	 device for converting sound waves into electrical energy
n03761084 	 kitchen appliance that cooks food by passing an electromagnetic wave through it
n03763968 	 prescribed identifying uniform for soldiers
n03764736 	 large can for transporting milk
n03769881 	 a light bus (4 to 10 passengers)
n03770439 	 a very short skirt
n03770679 	 a small box-shaped passenger van
n03773504 	 a rocket carrying a warhead of conventional or nuclear explosives
n03775071 	 glove that encases the thumb separately and the other four fingers together
n03775546 	 bowl used with an electric mixer
n03776460 	 a large house trailer that can be connected to utilities and can be parked in one place and used as permanent housing
n03777568 	 the first widely available automobile powered by a gasoline engine
n03777754 	 (from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line
n03781244 	 the residence of a religious community
n03782006 	 electronic equipment that is used to check the quality or content of electronic transmissions
n03785016 	 a motorbike that can be pedaled or driven by a low-powered gasoline engine
n03786901 	 a bowl-shaped vessel in which substances can be ground and mixed with a pestle
n03787032 	 an academic cap with a flat square with a tassel on top
n03788195 	 (Islam) a Muslim place of worship that usually has a minaret
n03788365 	 a fine net or screen (especially around beds) to protect against mosquitos
n03791053 	 a wheeled vehicle with small wheels and a low-powered gasoline engine geared to the rear wheel
n03792782 	 a bicycle with a sturdy frame and fat tires
n03792972 	 a lightweight tent with a floor
n03793489 	 a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad
n03794056 	 a trap for catching mice
n03796401 	 a van used for moving home or office furniture
n03803284 	 a leather or wire restraint that fits over an animal's snout (especially a dog's nose and jaws) and prevents it from eating or biting
n03804744 	 a thin pointed piece of metal that is hammered into materials as a fastener
n03814639 	 a brace worn to steady the neck
n03814906 	 jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)
n03825788 	 a flexible cap on a baby's feeding bottle or pacifier
n03832673 	 a small compact portable computer
n03837869 	 a stone pillar having a rectangular cross section tapering towards a pyramidal top
n03838899 	 a slender double-reed instrument
n03840681 	 egg-shaped terra cotta wind instrument with a mouthpiece and finger holes
n03841143 	 a meter that shows mileage traversed
n03843555 	 a filter that removes impurities from the oil used to lubricate an internal-combustion engine
n03854065 	 wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard
n03857828 	 electronic equipment that provides visual images of varying electrical quantities
n03866082 	 an outer skirt worn over another skirt
n03868242 	 a cart that is drawn by an ox
n03868863 	 a breathing device that is placed over the mouth and nose
n03871628 	 a small package or bundle
n03873416 	 a short light oar used without an oarlock to propel a canoe or small boat
n03874293 	 a large wheel fitted with paddles and driven by an engine in order to propel a boat
n03874599 	 a detachable lock
n03876231 	 a brush used as an applicator (to apply paint)
n03877472 	 (usually plural) loose-fitting nightclothes worn for sleeping or lounging
n03877845 	 official residence of an exalted person (as a sovereign)
n03884397 	 a primitive wind instrument consisting of several parallel pipes bound together
n03887697 	 a disposable towel made of absorbent paper
n03888257 	 rescue equipment consisting of a device that fills with air and retards your fall
n03888605 	 gymnastic apparatus consisting of two parallel wooden rods supported on uprights
n03891251 	 a bench in a public park
n03891332 	 a coin-operated timer located next to a parking space
n03895866 	 a railcar where passengers ride
n03899768 	 usually paved outdoor area adjoining a residence
n03902125 	 a coin-operated telephone
n03903868 	 an architectural support or base (as for a column or statue)
n03908618 	 a box for holding pencils
n03908714 	 a rotary implement for sharpening the point on pencils
n03916031 	 a toiletry that emits and diffuses a fragrant odor
n03920288 	 a shallow dish used to culture bacteria
n03924679 	 a copier that uses photographic methods of making copies
n03929660 	 a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument
n03929855 	 a spiked helmet worn by German soldiers
n03930313 	 a fence made of upright pickets
n03930630 	 a light truck with an open body and low sides and a tailboard
n03933933 	 a support for two adjacent bridge spans
n03935335 	 a child's coin bank (often shaped like a pig)
n03937543 	 a small bottle for holding pills
n03938244 	 a cushion to support the head of a sleeping person
n03942813 	 light hollow ball used in playing table tennis
n03944341 	 a wheel that has numerous pins that are set at right angles to its rim
n03947888 	 a ship that is manned by pirates
n03950228 	 an open vessel with a handle and a spout for pouring
n03954731 	 a carpenter's hand tool with an adjustable blade for smoothing or shaping wood
n03956157 	 a building housing an instrument for projecting the positions of the planets onto a domed ceiling
n03958227 	 a bag made of thin plastic material
n03961711 	 a rack for holding plates to dry after they have been washed
n03967562 	 a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing
n03970156 	 hand tool consisting of a stick with a rubber suction cup at one end
n03976467 	 a camera that develops and produces a positive print within seconds
n03976657 	 a long (usually round) rod of wood or metal or plastic
n03977966 	 van used by police to transport prisoners
n03980874 	 a blanket-like cloak with a hole in the center for the head
n03982430 	 game equipment consisting of a heavy table on which pool is played
n03983396 	 a bottle for holding soft drinks
n03991062 	 a container in which plants are cultivated
n03992509 	 a horizontal rotating wheel holding the clay being shaped by a potter
n03995372 	 a power tool for drilling holes into hard materials
n03998194 	 a small rug used by Muslims during their devotions
n04004767 	 (computer science) an output device that prints the results of data processing
n04005630 	 a correctional institution where persons are confined while on trial or for punishment
n04008634 	 a weapon that is forcibly thrown or projected at a targets but is not self-propelled
n04009552 	 an optical instrument that projects an enlarged image onto a screen
n04019541 	 a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey
n04023962 	 an inflated ball or bag that is suspended and punched for training in boxing
n04026417 	 a small bag for carrying money
n04033901 	 pen made from a bird's feather
n04033995 	 bedding made of two layers of cloth filled with stuffing and stitched together
n04037443 	 a fast car that competes in races
n04039381 	 a sports implement (usually consisting of a handle and an oval frame with a tightly interlaced network of strings) used to strike a ball (or shuttlecock) in various games
n04040759 	 a mechanism consisting of a metal honeycomb through which hot fluids circulate
n04041544 	 a communication system based on broadcasting electromagnetic waves
n04044716 	 astronomical telescope that picks up electromagnetic radiations in the radio-frequency range from extraterrestrial sources
n04049303 	 a barrel used as a cistern to hold rainwater
n04065272 	 a motorized wheeled vehicle used for camping or other recreational activities
n04067472 	 winder consisting of a revolving spool with a handle
n04069434 	 camera that allows the photographer to view and focus the exact scene being photographed
n04070727 	 white goods in which food can be stored at low temperatures
n04074963 	 a device that can be used to control a machine or apparatus from a distance
n04081281 	 a building where people go to eat
n04086273 	 a pistol with a revolving cylinder (usually having six chambers for bullets)
n04090263 	 a shoulder firearm with a long barrel and a rifled bore
n04099969 	 a chair mounted on rockers
n04111531 	 an oven or broiler equipped with a rotating spit on which meat cooks as it turns
n04116512 	 an eraser made of rubber (or of a synthetic material with properties similar to rubber)
n04118538 	 inflated oval ball used in playing rugby
n04118776 	 measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths
n04120489 	 a light comfortable shoe designed for running
n04125021 	 strongbox where valuables can be safely kept
n04127249 	 a pin in the form of a clasp
n04131690 	 a shaker with a perforated top for sprinkling salt
n04133789 	 a shoe consisting of a sole fastened by straps to the foot
n04136333 	 a loose skirt consisting of brightly colored fabric wrapped around the body
n04141076 	 a single-reed woodwind with a conical bore
n04141327 	 a sheath for a sword or dagger or bayonet
n04141975 	 a measuring instrument for weighing
n04146614 	 a bus used to transport children to or from school
n04147183 	 sailing vessel used in former times
n04149813 	 a large board for displaying the score of a contest (and some other information)
n04152593 	 the display that is electronically created on the surface of the large end of a cathode-ray tube
n04153751 	 a fastener with a tapered threaded shank and a slotted head
n04154565 	 a hand tool for driving screws
n04162706 	 a safety belt used in a car or plane to hold you in your seat in case of an accident
n04179913 	 a textile machine used as a home appliance for sewing
n04192698 	 armor carried on the arm to intercept blows
n04200800 	 a shop where shoes are sold
n04201297 	 a translucent screen made of a wooden frame covered with rice paper
n04204238 	 a handbasket used to carry goods while shopping
n04204347 	 a handcart that holds groceries or other goods while shopping
n04208210 	 a hand tool for lifting loose material
n04209133 	 a tight cap worn to keep hair dry while showering
n04209239 	 a curtain that keeps water from splashing out of the shower area
n04228054 	 narrow wood or metal or plastic runners used in pairs for gliding over snow
n04229816 	 a woolen face mask to protect the face from cold while skiing on snow
n04235860 	 large padded bag designed to be slept in outdoors
n04238763 	 analog computer consisting of a handheld instrument used for rapid calculations
n04239074 	 a door that opens by sliding instead of swinging
n04243546 	 a slot machine that is used for gambling
n04251144 	 breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface
n04252077 	 tracked vehicle for travel on snow having skis in front
n04252225 	 a vehicle used to push snow from roads
n04254120 	 dispenser of liquid soap
n04254680 	 an inflated ball used in playing soccer
n04254777 	 hosiery consisting of a cloth covering for the foot
n04258138 	 a concave mirror that concentrates the rays of the sun
n04259630 	 a straw hat with a tall crown and broad brim
n04263257 	 a bowl for serving soup
n04264628 	 the bar-shaped typewriter key that introduces spaces when used
n04265275 	 heater consisting of a self-contained (usually portable) unit to warm a room
n04266014 	 a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere
n04270147 	 a turner with a narrow flexible blade
n04273569 	 a fast motorboat
n04275548 	 a web resembling the webs spun by spiders
n04277352 	 a stick or pin used to twist the yarn in spinning
n04285008 	 a small low car with a high-powered engine
n04286575 	 a lamp that produces a strong beam of light to illuminate a restricted area
n04296562 	 a large platform on which people can stand and can be seen by an audience
n04310018 	 a locomotive powered by a steam engine
n04311004 	 a steel bridge constructed in the form of an arch
n04311174 	 a concave percussion instrument made from the metal top of an oil drum
n04317175 	 a medical instrument for listening to the sounds generated inside the body
n04325704 	 a wide scarf worn about their shoulders by women
n04326547 	 a fence built of rough stones
n04328186 	 a timepiece that can be started or stopped for exact timing (as of a race)
n04330267 	 any heating apparatus
n04332243 	 a filter to retain larger pieces while smaller pieces and liquids pass through
n04335435 	 a wheeled vehicle that runs on rails and is propelled by electricity
n04336792 	 a litter for transporting people who are ill or wounded or dead
n04344873 	 convertible consisting of an upholstered couch that can be converted into a double bed
n04346328 	 a dome-shaped shrine erected by Buddhists
n04347754 	 a submersible warship usually armed with torpedoes
n04350905 	 a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
n04355338 	 timepiece that indicates the daylight hours by the shadow that the gnomon casts on a calibrated dial
n04355933 	 a convex lens that focuses the rays of the sun
n04356056 	 spectacles that are darkened or polarized to protect the eyes from the glare of the sun
n04357314 	 a cream spread on the skin
n04366367 	 a bridge that has a roadway supported by cables that are anchored at both ends
n04367480 	 cleaning implement consisting of absorbent material fastened to a handle
n04370456 	 cotton knit pullover with long sleeves worn during athletic activity
n04371430 	 swimsuit worn by men while swimming
n04371774 	 mechanical device used as a plaything to support someone swinging back and forth
n04372370 	 control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit
n04376876 	 a medical instrument used to inject or withdraw fluids
n04380533 	 a lamp that sits on a table
n04389033 	 an enclosed armored military vehicle
n04392985 	 electronic equipment for playing back magnetic tapes
n04398044 	 pot for brewing tea
n04399382 	 plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)
n04404412 	 a telecommunication system that transmits images of objects (stationary or moving) between distant points
n04409515 	 ball about the size of a fist used in playing tennis
n04417672 	 a house roof made with a plant material (as straw)
n04418357 	 a hanging cloth that conceals the stage from the view of the audience
n04423845 	 a small metal cap to protect the finger while sewing
n04428191 	 a farm machine for separating seeds or grain from the husks and straw
n04429376 	 the chair of state for a monarch, bishop, etc.
n04435653 	 a roof made of fired clay tiles
n04442312 	 a kitchen appliance (usually electric) for toasting bread
n04443257 	 a shop that sells pipes and pipe tobacco and cigars and cigarettes
n04447861 	 the hinged seat on a toilet
n04456115 	 a light usually carried in the hand
n04458633 	 a tribal emblem consisting of a pillar carved and painted with totemic figures
n04461696 	 a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones)
n04462240 	 shop where toys are sold
n04465501 	 a wheeled vehicle with large wheels
n04467665 	 a truck consisting of a tractor and trailer together
n04476259 	 an open receptacle for holding or displaying or serving articles or food
n04479046 	 a military style raincoat
n04482393 	 a vehicle with three wheels that is moved by foot pedals
n04483307 	 a fast sailboat with 3 parallel hulls
n04485082 	 a three-legged rack used for support
n04486054 	 a monumental archway
n04487081 	 a passenger bus with an electric motor that draws power from overhead wires
n04487394 	 a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide
n04493381 	 a large open vessel for holding or storing liquids
n04501370 	 a gate consisting of a post that acts as a pivot for rotating arms
n04505470 	 a keyboard for manually entering characters to be printed
n04507155 	 a lightweight handheld collapsible canopy
n04509417 	 a vehicle with a single wheel that is driven by pedals
n04515003 	 a piano with a vertical sounding board
n04517823 	 an electrical home appliance that cleans by suction
n04522168 	 an open jar of glass or porcelain used as an ornament or to hold flowers
n04523525 	 an arched brick or stone ceiling or roof
n04525038 	 a silky densely piled fabric with a plain back
n04525305 	 a slot machine for selling goods
n04532106 	 gown (especially ceremonial garments) worn by the clergy
n04532670 	 bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley
n04536866 	 bowed stringed instrument that is the highest member of the violin family
n04540053 	 an inflated ball used in playing volleyball
n04542943 	 a kitchen appliance for baking waffles
n04548280 	 a clock mounted on a wall
n04548362 	 a pocket-size case for holding papers and paper money
n04550184 	 a tall piece of furniture that provides storage space for clothes
n04552348 	 an aircraft designed and used for combat
n04553703 	 a basin for washing the hands (`wash-hand basin' is a British expression)
n04554684 	 a home appliance for washing clothes and linens automatically
n04557648 	 a bottle for holding water
n04560804 	 a jug that holds water
n04562935 	 a large reservoir for water
n04579145 	 a jug that contains whiskey
n04579432 	 acoustic device that forces air or steam against an edge or into a cavity and so produces a loud shrill sound
n04584207 	 hairpiece covering the head and made of real or synthetic hair
n04589890 	 screen to keep insects from entering a building through the open window
n04590129 	 an opaque window blind that can cover or uncover a window
n04591157 	 a wide necktie worn in a loose bow
n04591713 	 a bottle for holding wine
n04592741 	 one of the horizontal airfoils on either side of the fuselage of an airplane
n04596742 	 pan with a convex bottom
n04597913 	 a spoon made of wood
n04599235 	 a fabric made from the hair of sheep
n04604644 	 rail fence consisting of a zigzag of interlocking rails
n04606251 	 a ship that has been destroyed at sea
n04612504 	 a ship's small boat (usually rowed by 4 or 6 oars)
n04613696 	 a circular domed dwelling that is portable and self-supporting
n06359193 	 a computer connected to the internet that maintains a series of web pages on the World Wide Web
n06596364 	 a magazine devoted to comic strips
n06785654 	 a puzzle in which words corresponding to numbered clues are to be found and written in to squares in the puzzle
n06794110 	 a sign visible from the street
n06874185 	 a visual signal to control the flow of traffic at intersections
n07248320 	 a paper jacket for a book
n07565083 	 the dishes making up a meal
n07579787 	 a main course served on a plate
n07583066 	 a dip made of mashed avocado mixed with chopped onions and other seasonings
n07584110 	 clear soup usually of beef or veal or chicken
n07590611 	 a stew of meat and potatoes cooked in a tightly covered pot
n07613480 	 a cold pudding made of layers of sponge cake spread with fruit or jelly
n07614500 	 frozen dessert containing cream and sugar and flavoring
n07615774 	 ice cream or water ice on a small wooden stick
n07684084 	 a loaf of French bread
n07693725 	 (Yiddish) glazed yeast-raised doughnut-shaped roll with hard crust
n07695742 	 glazed and salted cracker typically in the shape of a loose knot
n07697313 	 a hamburger with melted cheese on it
n07697537 	 a frankfurter served hot on a bun
n07711569 	 potato that has been peeled and boiled and then mashed
n07714571 	 any of several varieties of cabbage having a large compact globular head
n07714990 	 branched green undeveloped flower heads
n07715103 	 compact head of white undeveloped flowers
n07716358 	 small cucumber-shaped vegetable marrow
n07716906 	 medium-sized oval squash with flesh in the form of strings that resemble spaghetti
n07717410 	 small dark green or yellow ribbed squash with yellow to orange flesh
n07717556 	 buff-colored squash with a long usually straight neck and sweet orange flesh
n07718472 	 cylindrical green fruit with thin green rind and white flesh eaten as a vegetable
n07718747 	 a thistlelike flower head with edible fleshy leaves and heart
n07720875 	 large bell-shaped sweet pepper in green or red or yellow or orange or black varieties
n07730033 	 only parts eaten are roots and especially stalks (blanched and used as celery)
n07734744 	 fleshy body of any of numerous edible fungi
n07742313 	 apple with a green skin and hard tart flesh
n07745940 	 sweet fleshy red fruit
n07747607 	 round yellow to orange fruit of any of several citrus trees
n07749582 	 yellow oval fruit with juicy acidic flesh
n07753113 	 fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried
n07753275 	 large sweet fleshy tropical fruit with a terminal tuft of stiff leaves
n07753592 	 elongated crescent-shaped yellow fruit with soft sweet flesh
n07754684 	 immense East Indian fruit resembling breadfruit
n07760859 	 the fruit of any of several tropical American trees of the genus Annona having soft edible pulp
n07768694 	 large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind
n07802026 	 grass mowed and cured for use as fodder
n07831146 	 sauce for pasta
n07836838 	 sauce made with unsweetened chocolate or cocoa and sugar and water
n07860988 	 a flour mixture stiff enough to knead or roll
n07871810 	 a baked loaf of ground meat
n07873807 	 Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese
n07875152 	 deep-dish meat and vegetable pie or a meat stew with dumplings
n07880968 	 a flour tortilla folded around a filling
n07892512 	 wine having a red color derived from skins of dark-colored grapes
n07920052 	 strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans
n07930864 	 a punch served in a pitcher instead of a punch bowl
n07932039 	 a punch made of sweetened milk or cream mixed with eggs and usually alcoholic liquor
n09193705 	 any high mountain
n09229709 	 a hollow globule of gas (e.g., air or carbon dioxide)
n09246464 	 a steep high face of rock
n09256479 	 a reef consisting of coral consolidated into limestone
n09288635 	 a spring that discharges hot water and steam
n09332890 	 the shore of a lake
n09399592 	 a natural elevation (especially a rocky one that juts out into the sea)
n09421951 	 a bar of sand
n09428293 	 the shore of a sea or ocean
n09468604 	 a long depression in the surface of the land that usually contains a river
n09472597 	 a mountain formed by volcanic material
n09835506 	 an athlete who plays baseball
n10148035 	 a man participant in his own marriage ceremony
n10565667 	 an underwater diver who uses scuba gear
n11879895 	 seed of rape plants
n11939491 	 any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
n12057211 	 maroon to purple-brown orchid with yellow lip
n12144580 	 the dried grains or kernels or corn used as animal feed or ground for meal
n12267677 	 fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base
n12620546 	 the fruit of a rose plant
n12768682 	 the inedible nutlike seed of the horse chestnut
n12985857 	 any of numerous fungi of the family Clavariaceae often brightly colored that grow in often intricately branched clusters like coral
n12998815 	 a saprophytic fungus of the order Agaricales having an umbrellalike cap with gills on the underside
n13037406 	 any fungus of the genus Gyromitra
n13040303 	 any of various ill-smelling brown-capped fungi of the order Phallales
n13044778 	 any fungus of the family Geastraceae
n13052670 	 large greyish-brown edible fungus forming a mass of overlapping caps that somewhat resembles a hen at the base of trees
n13054560 	 any fungus of the family Boletaceae
n13133613 	 fruiting spike of a cereal plant especially corn
n15075141 	 a soft thin absorbent paper for use in toilets
